State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value,Date_Month_Year,Date
AL,2022,September,12 month-ending,Number of Drug Overdose Deaths,,100,0.192590914,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,437",September2022,2022-09-01
AL,2023,April,12 month-ending,Number of Drug Overdose Deaths,,100,0.267634926,Alabama,Underreported due to incomplete data.,*,"1,569",April2023,2023-04-01
AL,2023,August,12 month-ending,Number of Drug Overdose Deaths,,100,0.349376236,Alabama,Underreported due to incomplete data.,*,"1,619",August2023,2023-08-01
AL,2023,February,12 month-ending,Number of Drug Overdose Deaths,,100,0.250806163,Alabama,Underreported due to incomplete data.,*,"1,537",February2023,2023-02-01
AL,2023,January,12 month-ending,Number of Drug Overdose Deaths,,100,0.252525253,Alabama,Underreported due to incomplete data.,*,"1,524",January2023,2023-01-01
AL,2023,July,12 month-ending,Number of Drug Overdose Deaths,,100,0.328908127,Alabama,Underreported due to incomplete data.,*,"1,633",July2023,2023-07-01
AL,2023,June,12 month-ending,Number of Drug Overdose Deaths,,100,0.304494267,Alabama,Underreported due to incomplete data.,*,"1,623",June2023,2023-06-01
AL,2023,March,12 month-ending,Number of Drug Overdose Deaths,,100,0.264654157,Alabama,Underreported due to incomplete data.,*,"1,573",March2023,2023-03-01
AL,2023,May,12 month-ending,Number of Drug Overdose Deaths,,100,0.289977955,Alabama,Underreported due to incomplete data.,*,"1,600",May2023,2023-05-01
AL,2023,September,12 month-ending,Number of Drug Overdose Deaths,,100,0.39635761,Alabama,Underreported due to incomplete data.,*,"1,600",September2023,2023-09-01
AR,2022,April,12 month-ending,Number of Drug Overdose Deaths,636.0,100,0.0,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,636,April2022,2022-04-01
AR,2022,August,12 month-ending,Number of Drug Overdose Deaths,628.0,100,0.0,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,628,August2022,2022-08-01
AR,2022,December,12 month-ending,Number of Drug Overdose Deaths,591.0,100,0.007972362,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,591,December2022,2022-12-01
AR,2022,February,12 month-ending,Number of Drug Overdose Deaths,634.0,100,0.0,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,634,February2022,2022-02-01
AR,2022,January,12 month-ending,Number of Drug Overdose Deaths,634.0,100,0.0,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,634,January2022,2022-01-01
AR,2022,July,12 month-ending,Number of Drug Overdose Deaths,634.0,100,0.0,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,634,July2022,2022-07-01
AR,2022,June,12 month-ending,Number of Drug Overdose Deaths,621.0,100,0.0,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,621,June2022,2022-06-01
AR,2022,March,12 month-ending,Number of Drug Overdose Deaths,645.0,100,0.0,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,645,March2022,2022-03-01
AR,2022,May,12 month-ending,Number of Drug Overdose Deaths,628.0,100,0.0,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,628,May2022,2022-05-01
AR,2022,November,12 month-ending,Number of Drug Overdose Deaths,608.0,100,0.005298715,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,608,November2022,2022-11-01
AR,2022,October,12 month-ending,Number of Drug Overdose Deaths,615.0,100,0.0,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,615,October2022,2022-10-01
AR,2022,September,12 month-ending,Number of Drug Overdose Deaths,608.0,100,0.0,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,608,September2022,2022-09-01
AR,2023,April,12 month-ending,Number of Drug Overdose Deaths,560.0,100,0.011052166,Arkansas,Underreported due to incomplete data.,*,560,April2023,2023-04-01
AR,2023,August,12 month-ending,Number of Drug Overdose Deaths,538.0,100,0.075273913,Arkansas,Underreported due to incomplete data.,*,542,August2023,2023-08-01
AR,2023,February,12 month-ending,Number of Drug Overdose Deaths,572.0,100,0.008275862,Arkansas,Underreported due to incomplete data.,*,572,February2023,2023-02-01
AR,2023,January,12 month-ending,Number of Drug Overdose Deaths,574.0,100,0.008117762,Arkansas,Underreported due to incomplete data.,*,574,January2023,2023-01-01
AR,2023,July,12 month-ending,Number of Drug Overdose Deaths,540.0,100,0.050070934,Arkansas,Underreported due to incomplete data.,*,542,July2023,2023-07-01
AR,2023,June,12 month-ending,Number of Drug Overdose Deaths,553.0,100,0.027772378,Arkansas,Underreported due to incomplete data.,*,553,June2023,2023-06-01
AR,2023,March,12 month-ending,Number of Drug Overdose Deaths,550.0,100,0.008304039,Arkansas,Underreported due to incomplete data.,*,550,March2023,2023-03-01
AR,2023,May,12 month-ending,Number of Drug Overdose Deaths,557.0,100,0.02213675,Arkansas,Underreported due to incomplete data.,*,558,May2023,2023-05-01
AR,2023,September,12 month-ending,Number of Drug Overdose Deaths,541.0,100,0.122771283,Arkansas,Underreported due to incomplete data.,*,548,September2023,2023-09-01
AZ,2022,April,12 month-ending,Number of Drug Overdose Deaths,,100,0.040637391,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,749",April2022,2022-04-01
AZ,2022,August,12 month-ending,Number of Drug Overdose Deaths,,100,0.044772221,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,742",August2022,2022-08-01
AZ,2022,December,12 month-ending,Number of Drug Overdose Deaths,,100,0.042605315,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,739",December2022,2022-12-01
AZ,2022,February,12 month-ending,Number of Drug Overdose Deaths,,100,0.038324123,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,770",February2022,2022-02-01
AZ,2022,January,12 month-ending,Number of Drug Overdose Deaths,,100,0.038403885,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,772",January2022,2022-01-01
AZ,2022,July,12 month-ending,Number of Drug Overdose Deaths,,100,0.04296851,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,779",July2022,2022-07-01
AZ,2022,June,12 month-ending,Number of Drug Overdose Deaths,,100,0.04561144,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,683",June2022,2022-06-01
AZ,2022,March,12 month-ending,Number of Drug Overdose Deaths,,100,0.037006883,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,768",March2022,2022-03-01
AZ,2022,May,12 month-ending,Number of Drug Overdose Deaths,,100,0.040614385,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,699",May2022,2022-05-01
AZ,2022,November,12 month-ending,Number of Drug Overdose Deaths,,100,0.046963056,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,748",November2022,2022-11-01
AZ,2022,October,12 month-ending,Number of Drug Overdose Deaths,,100,0.044956521,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,732",October2022,2022-10-01
AZ,2022,September,12 month-ending,Number of Drug Overdose Deaths,,100,0.048069017,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,"2,741",September2022,2022-09-01
AZ,2023,April,12 month-ending,Number of Drug Overdose Deaths,,100,0.045681695,Arizona,Underreported due to incomplete data.,*,"2,814",April2023,2023-04-01
AZ,2023,August,12 month-ending,Number of Drug Overdose Deaths,,100,0.065607638,Arizona,Underreported due to incomplete data.,*,"2,843",August2023,2023-08-01
AZ,2023,February,12 month-ending,Number of Drug Overdose Deaths,,100,0.047243876,Arizona,Underreported due to incomplete data.,*,"2,771",February2023,2023-02-01
AZ,2023,January,12 month-ending,Number of Drug Overdose Deaths,,100,0.041049218,Arizona,Underreported due to incomplete data.,*,"2,759",January2023,2023-01-01
AZ,2023,July,12 month-ending,Number of Drug Overdose Deaths,,100,0.054348583,Arizona,Underreported due to incomplete data.,*,"2,809",July2023,2023-07-01
AZ,2023,June,12 month-ending,Number of Drug Overdose Deaths,,100,0.048669244,Arizona,Underreported due to incomplete data.,*,"2,780",June2023,2023-06-01
AZ,2023,March,12 month-ending,Number of Drug Overdose Deaths,,100,0.045921988,Arizona,Underreported due to incomplete data.,*,"2,793",March2023,2023-03-01
AZ,2023,May,12 month-ending,Number of Drug Overdose Deaths,,100,0.051278498,Arizona,Underreported due to incomplete data.,*,"2,832",May2023,2023-05-01
AZ,2023,September,12 month-ending,Number of Drug Overdose Deaths,,100,0.081275749,Arizona,Underreported due to incomplete data.,*,"2,819",September2023,2023-09-01
CA,2022,April,12 month-ending,Number of Drug Overdose Deaths,,100,0.436578504,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"12,050",April2022,2022-04-01
CA,2022,August,12 month-ending,Number of Drug Overdose Deaths,,100,0.410859683,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"12,028",August2022,2022-08-01
CA,2022,December,12 month-ending,Number of Drug Overdose Deaths,,100,0.348228912,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"12,214",December2022,2022-12-01
CA,2022,February,12 month-ending,Number of Drug Overdose Deaths,,100,0.428346476,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"12,043",February2022,2022-02-01
CA,2022,January,12 month-ending,Number of Drug Overdose Deaths,,100,0.426123551,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"11,909",January2022,2022-01-01
CA,2022,July,12 month-ending,Number of Drug Overdose Deaths,,100,0.4192085,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"12,017",July2022,2022-07-01
CA,2022,June,12 month-ending,Number of Drug Overdose Deaths,,100,0.428099277,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"11,993",June2022,2022-06-01
CA,2022,March,12 month-ending,Number of Drug Overdose Deaths,,100,0.433495188,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"12,039",March2022,2022-03-01
CA,2022,May,12 month-ending,Number of Drug Overdose Deaths,,100,0.440331485,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"12,039",May2022,2022-05-01
CA,2022,November,12 month-ending,Number of Drug Overdose Deaths,,100,0.384932287,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"12,142",November2022,2022-11-01
CA,2022,October,12 month-ending,Number of Drug Overdose Deaths,,100,0.396241908,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"12,148",October2022,2022-10-01
CA,2022,September,12 month-ending,Number of Drug Overdose Deaths,,100,0.407706728,California,Numbers may differ from published reports using final data. See Technical Notes.,**,"12,145",September2022,2022-09-01
CA,2023,April,12 month-ending,Number of Drug Overdose Deaths,,100,0.409561421,California,Underreported due to incomplete data.,*,"12,686",April2023,2023-04-01
CA,2023,August,12 month-ending,Number of Drug Overdose Deaths,,100,0.644543503,California,Underreported due to incomplete data.,*,"13,053",August2023,2023-08-01
CA,2023,February,12 month-ending,Number of Drug Overdose Deaths,,100,0.37467425,California,Underreported due to incomplete data.,*,"12,375",February2023,2023-02-01
CA,2023,January,12 month-ending,Number of Drug Overdose Deaths,,100,0.359644693,California,Underreported due to incomplete data.,*,"12,295",January2023,2023-01-01
CA,2023,July,12 month-ending,Number of Drug Overdose Deaths,,100,0.568956399,California,Underreported due to incomplete data.,*,"13,044",July2023,2023-07-01
CA,2023,June,12 month-ending,Number of Drug Overdose Deaths,,100,0.491790431,California,Underreported due to incomplete data.,*,"12,884",June2023,2023-06-01
CA,2023,March,12 month-ending,Number of Drug Overdose Deaths,,100,0.383727348,California,Underreported due to incomplete data.,*,"12,607",March2023,2023-03-01
CA,2023,May,12 month-ending,Number of Drug Overdose Deaths,,100,0.443784574,California,Underreported due to incomplete data.,*,"12,860",May2023,2023-05-01
CA,2023,September,12 month-ending,Number of Drug Overdose Deaths,,100,0.751213588,California,Underreported due to incomplete data.,*,"12,823",September2023,2023-09-01
CO,2022,April,12 month-ending,Number of Drug Overdose Deaths,,100,0.035656274,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,912",April2022,2022-04-01
CO,2022,August,12 month-ending,Number of Drug Overdose Deaths,,100,0.035725627,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,819",August2022,2022-08-01
CO,2022,December,12 month-ending,Number of Drug Overdose Deaths,,100,0.018883364,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,856",December2022,2022-12-01
CO,2022,February,12 month-ending,Number of Drug Overdose Deaths,,100,0.035745492,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,960",February2022,2022-02-01
CO,2022,January,12 month-ending,Number of Drug Overdose Deaths,,100,0.036066362,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,932",January2022,2022-01-01
CO,2022,July,12 month-ending,Number of Drug Overdose Deaths,,100,0.03153828,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,842",July2022,2022-07-01
CO,2022,June,12 month-ending,Number of Drug Overdose Deaths,,100,0.033535864,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,860",June2022,2022-06-01
CO,2022,March,12 month-ending,Number of Drug Overdose Deaths,,100,0.035709326,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,933",March2022,2022-03-01
CO,2022,May,12 month-ending,Number of Drug Overdose Deaths,,100,0.039542884,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,906",May2022,2022-05-01
CO,2022,November,12 month-ending,Number of Drug Overdose Deaths,,100,0.022818263,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,828",November2022,2022-11-01
CO,2022,October,12 month-ending,Number of Drug Overdose Deaths,,100,0.024419527,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,800",October2022,2022-10-01
CO,2022,September,12 month-ending,Number of Drug Overdose Deaths,,100,0.030049883,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,791",September2022,2022-09-01
CO,2023,April,12 month-ending,Number of Drug Overdose Deaths,,100,0.025858725,Colorado,Underreported due to incomplete data.,*,"1,852",April2023,2023-04-01
CO,2023,August,12 month-ending,Number of Drug Overdose Deaths,,100,0.036881956,Colorado,Underreported due to incomplete data.,*,"1,940",August2023,2023-08-01
CO,2023,February,12 month-ending,Number of Drug Overdose Deaths,,100,0.019477147,Colorado,Underreported due to incomplete data.,*,"1,828",February2023,2023-02-01
CO,2023,January,12 month-ending,Number of Drug Overdose Deaths,,100,0.019327821,Colorado,Underreported due to incomplete data.,*,"1,835",January2023,2023-01-01
CO,2023,July,12 month-ending,Number of Drug Overdose Deaths,,100,0.028283619,Colorado,Underreported due to incomplete data.,*,"1,920",July2023,2023-07-01
CO,2023,June,12 month-ending,Number of Drug Overdose Deaths,,100,0.028178173,Colorado,Underreported due to incomplete data.,*,"1,901",June2023,2023-06-01
CO,2023,March,12 month-ending,Number of Drug Overdose Deaths,,100,0.019484315,Colorado,Underreported due to incomplete data.,*,"1,828",March2023,2023-03-01
CO,2023,May,12 month-ending,Number of Drug Overdose Deaths,,100,0.025908414,Colorado,Underreported due to incomplete data.,*,"1,866",May2023,2023-05-01
CO,2023,September,12 month-ending,Number of Drug Overdose Deaths,,100,0.0802516,Colorado,Underreported due to incomplete data.,*,"1,945",September2023,2023-09-01
CT,2022,April,12 month-ending,Number of Drug Overdose Deaths,,100,0.02276867,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,543",April2022,2022-04-01
CT,2022,August,12 month-ending,Number of Drug Overdose Deaths,,100,0.014176756,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,460",August2022,2022-08-01
CT,2022,December,12 month-ending,Number of Drug Overdose Deaths,,100,0.0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,476",December2022,2022-12-01
CT,2022,February,12 month-ending,Number of Drug Overdose Deaths,,100,0.025632262,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,541",February2022,2022-02-01
CT,2022,January,12 month-ending,Number of Drug Overdose Deaths,,100,0.025713551,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,547",January2022,2022-01-01
CT,2022,July,12 month-ending,Number of Drug Overdose Deaths,,100,0.014104372,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,486",July2022,2022-07-01
CT,2022,June,12 month-ending,Number of Drug Overdose Deaths,,100,0.016960651,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,516",June2022,2022-06-01
CT,2022,March,12 month-ending,Number of Drug Overdose Deaths,,100,0.025701802,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,541",March2022,2022-03-01
CT,2022,May,12 month-ending,Number of Drug Overdose Deaths,,100,0.017004393,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,529",May2022,2022-05-01
CT,2022,November,12 month-ending,Number of Drug Overdose Deaths,,100,0.005717553,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,481",November2022,2022-11-01
CT,2022,October,12 month-ending,Number of Drug Overdose Deaths,,100,0.005707437,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,478",October2022,2022-10-01
CT,2022,September,12 month-ending,Number of Drug Overdose Deaths,,100,0.008562133,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,"1,450",September2022,2022-09-01
CT,2023,April,12 month-ending,Number of Drug Overdose Deaths,,100,0.005932606,Connecticut,Underreported due to incomplete data.,*,"1,463",April2023,2023-04-01
CT,2023,August,12 month-ending,Number of Drug Overdose Deaths,,100,0.06899448,Connecticut,Underreported due to incomplete data.,*,"1,451",August2023,2023-08-01
CT,2023,February,12 month-ending,Number of Drug Overdose Deaths,,100,0.002956218,Connecticut,Underreported due to incomplete data.,*,"1,492",February2023,2023-02-01
CT,2023,January,12 month-ending,Number of Drug Overdose Deaths,,100,0.0,Connecticut,Underreported due to incomplete data.,*,"1,476",January2023,2023-01-01
CT,2023,July,12 month-ending,Number of Drug Overdose Deaths,,100,0.015011409,Connecticut,Underreported due to incomplete data.,*,"1,456",July2023,2023-07-01
CT,2023,June,12 month-ending,Number of Drug Overdose Deaths,,100,0.011974972,Connecticut,Underreported due to incomplete data.,*,"1,460",June2023,2023-06-01
CT,2023,March,12 month-ending,Number of Drug Overdose Deaths,,100,0.002958755,Connecticut,Underreported due to incomplete data.,*,"1,472",March2023,2023-03-01
CT,2023,May,12 month-ending,Number of Drug Overdose Deaths,,100,0.011934954,Connecticut,Underreported due to incomplete data.,*,"1,467",May2023,2023-05-01
CT,2023,September,12 month-ending,Number of Drug Overdose Deaths,,100,0.083824806,Connecticut,Underreported due to incomplete data.,*,"1,431",September2023,2023-09-01
DC,2022,April,12 month-ending,Number of Drug Overdose Deaths,553.0,100,0.014287755,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,553,April2022,2022-04-01
DC,2022,August,12 month-ending,Number of Drug Overdose Deaths,548.0,100,0.014532771,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,548,August2022,2022-08-01
DC,2022,December,12 month-ending,Number of Drug Overdose Deaths,575.0,100,0.0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,575,December2022,2022-12-01
DC,2022,February,12 month-ending,Number of Drug Overdose Deaths,548.0,100,0.014044944,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,548,February2022,2022-02-01
DC,2022,January,12 month-ending,Number of Drug Overdose Deaths,537.0,100,0.013947001,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,537,January2022,2022-01-01
DC,2022,July,12 month-ending,Number of Drug Overdose Deaths,542.0,100,0.014396775,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,542,July2022,2022-07-01
DC,2022,June,12 month-ending,Number of Drug Overdose Deaths,552.0,100,0.014330754,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,552,June2022,2022-06-01
DC,2022,March,12 month-ending,Number of Drug Overdose Deaths,545.0,100,0.014134276,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,545,March2022,2022-03-01
DC,2022,May,12 month-ending,Number of Drug Overdose Deaths,548.0,100,0.0143287,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,548,May2022,2022-05-01
DC,2022,November,12 month-ending,Number of Drug Overdose Deaths,576.0,100,0.0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,576,November2022,2022-11-01
DC,2022,October,12 month-ending,Number of Drug Overdose Deaths,569.0,100,0.0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,569,October2022,2022-10-01
DC,2022,September,12 month-ending,Number of Drug Overdose Deaths,550.0,100,0.014505367,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,550,September2022,2022-09-01
DC,2023,April,12 month-ending,Number of Drug Overdose Deaths,602.0,100,0.0,District of Columbia,Underreported due to incomplete data.,*,602,April2023,2023-04-01
DC,2023,August,12 month-ending,Number of Drug Overdose Deaths,629.0,100,0.045385779,District of Columbia,Underreported due to incomplete data.,*,631,August2023,2023-08-01
DC,2023,February,12 month-ending,Number of Drug Overdose Deaths,573.0,100,0.0,District of Columbia,Underreported due to incomplete data.,*,573,February2023,2023-02-01
DC,2023,January,12 month-ending,Number of Drug Overdose Deaths,574.0,100,0.0,District of Columbia,Underreported due to incomplete data.,*,574,January2023,2023-01-01
DC,2023,July,12 month-ending,Number of Drug Overdose Deaths,622.0,100,0.015216068,District of Columbia,Underreported due to incomplete data.,*,622,July2023,2023-07-01
DC,2023,June,12 month-ending,Number of Drug Overdose Deaths,610.0,100,0.0,District of Columbia,Underreported due to incomplete data.,*,610,June2023,2023-06-01
DC,2023,March,12 month-ending,Number of Drug Overdose Deaths,596.0,100,0.0,District of Columbia,Underreported due to incomplete data.,*,596,March2023,2023-03-01
DC,2023,May,12 month-ending,Number of Drug Overdose Deaths,603.0,100,0.0,District of Columbia,Underreported due to incomplete data.,*,603,May2023,2023-05-01
DC,2023,September,12 month-ending,Number of Drug Overdose Deaths,635.0,100,0.060587701,District of Columbia,Underreported due to incomplete data.,*,638,September2023,2023-09-01
DE,2022,April,12 month-ending,Number of Drug Overdose Deaths,505.0,100,0.0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,505,April2022,2022-04-01
DE,2022,August,12 month-ending,Number of Drug Overdose Deaths,539.0,100,0.0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,539,August2022,2022-08-01
