State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value,Date_Month_Year,Date
AK,2020,April,12 month-ending,Number of Drug Overdose Deaths,120.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,120,April2020,2020-04-01
AK,2020,August,12 month-ending,Number of Drug Overdose Deaths,139.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,139,August2020,2020-08-01
AK,2020,December,12 month-ending,Number of Drug Overdose Deaths,146.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,146,December2020,2020-12-01
AK,2020,February,12 month-ending,Number of Drug Overdose Deaths,125.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,125,February2020,2020-02-01
AK,2020,January,12 month-ending,Number of Drug Overdose Deaths,134.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,134,January2020,2020-01-01
AK,2020,July,12 month-ending,Number of Drug Overdose Deaths,135.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,135,July2020,2020-07-01
AK,2020,June,12 month-ending,Number of Drug Overdose Deaths,132.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,132,June2020,2020-06-01
AK,2020,March,12 month-ending,Number of Drug Overdose Deaths,117.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,117,March2020,2020-03-01
AK,2020,May,12 month-ending,Number of Drug Overdose Deaths,128.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,128,May2020,2020-05-01
AK,2020,November,12 month-ending,Number of Drug Overdose Deaths,141.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,141,November2020,2020-11-01
AK,2020,October,12 month-ending,Number of Drug Overdose Deaths,134.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,134,October2020,2020-10-01
AK,2020,September,12 month-ending,Number of Drug Overdose Deaths,140.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,140,September2020,2020-09-01
AK,2021,April,12 month-ending,Number of Drug Overdose Deaths,178.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,178,April2021,2021-04-01
AK,2021,August,12 month-ending,Number of Drug Overdose Deaths,218.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,218,August2021,2021-08-01
AK,2021,December,12 month-ending,Number of Drug Overdose Deaths,255.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,255,December2021,2021-12-01
AK,2021,February,12 month-ending,Number of Drug Overdose Deaths,152.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,152,February2021,2021-02-01
AK,2021,January,12 month-ending,Number of Drug Overdose Deaths,145.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,145,January2021,2021-01-01
AK,2021,July,12 month-ending,Number of Drug Overdose Deaths,202.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,202,July2021,2021-07-01
AK,2021,June,12 month-ending,Number of Drug Overdose Deaths,193.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,193,June2021,2021-06-01
AK,2021,March,12 month-ending,Number of Drug Overdose Deaths,171.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,171,March2021,2021-03-01
AK,2021,May,12 month-ending,Number of Drug Overdose Deaths,188.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,188,May2021,2021-05-01
AK,2021,November,12 month-ending,Number of Drug Overdose Deaths,253.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,253,November2021,2021-11-01
AK,2021,October,12 month-ending,Number of Drug Overdose Deaths,238.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,238,October2021,2021-10-01
AK,2021,September,12 month-ending,Number of Drug Overdose Deaths,223.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,223,September2021,2021-09-01
AK,2022,April,12 month-ending,Number of Drug Overdose Deaths,257.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,257,April2022,2022-04-01
AK,2022,August,12 month-ending,Number of Drug Overdose Deaths,249.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,249,August2022,2022-08-01
AK,2022,December,12 month-ending,Number of Drug Overdose Deaths,247.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,247,December2022,2022-12-01
AK,2022,February,12 month-ending,Number of Drug Overdose Deaths,257.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,257,February2022,2022-02-01
AK,2022,January,12 month-ending,Number of Drug Overdose Deaths,253.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,253,January2022,2022-01-01
AK,2022,July,12 month-ending,Number of Drug Overdose Deaths,255.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,255,July2022,2022-07-01
AK,2022,June,12 month-ending,Number of Drug Overdose Deaths,256.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,256,June2022,2022-06-01
AK,2022,March,12 month-ending,Number of Drug Overdose Deaths,257.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,257,March2022,2022-03-01
AK,2022,May,12 month-ending,Number of Drug Overdose Deaths,246.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,246,May2022,2022-05-01
AK,2022,November,12 month-ending,Number of Drug Overdose Deaths,231.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,231,November2022,2022-11-01
AK,2022,October,12 month-ending,Number of Drug Overdose Deaths,240.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,240,October2022,2022-10-01
AK,2022,September,12 month-ending,Number of Drug Overdose Deaths,245.0,100,0.0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,245,September2022,2022-09-01
AK,2023,April,12 month-ending,Number of Drug Overdose Deaths,275.0,100,0.0,Alaska,Underreported due to incomplete data.,*,275,April2023,2023-04-01
AK,2023,August,12 month-ending,Number of Drug Overdose Deaths,298.0,100,0.0,Alaska,Underreported due to incomplete data.,*,298,August2023,2023-08-01
AK,2023,February,12 month-ending,Number of Drug Overdose Deaths,275.0,100,0.0,Alaska,Underreported due to incomplete data.,*,275,February2023,2023-02-01
AK,2023,January,12 month-ending,Number of Drug Overdose Deaths,269.0,100,0.0,Alaska,Underreported due to incomplete data.,*,269,January2023,2023-01-01
AK,2023,July,12 month-ending,Number of Drug Overdose Deaths,289.0,100,0.0,Alaska,Underreported due to incomplete data.,*,289,July2023,2023-07-01
AK,2023,June,12 month-ending,Number of Drug Overdose Deaths,287.0,100,0.0,Alaska,Underreported due to incomplete data.,*,287,June2023,2023-06-01
AK,2023,March,12 month-ending,Number of Drug Overdose Deaths,264.0,100,0.0,Alaska,Underreported due to incomplete data.,*,264,March2023,2023-03-01
AK,2023,May,12 month-ending,Number of Drug Overdose Deaths,288.0,100,0.0,Alaska,Underreported due to incomplete data.,*,288,May2023,2023-05-01
AK,2023,September,12 month-ending,Number of Drug Overdose Deaths,319.0,100,0.0,Alaska,Underreported due to incomplete data.,*,319,September2023,2023-09-01
AL,2015,April,12 month-ending,Number of Drug Overdose Deaths,738.0,100,0.316424404,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,764,April2015,2015-04-01
AL,2015,August,12 month-ending,Number of Drug Overdose Deaths,736.0,100,0.331827999,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,763,August2015,2015-08-01
AL,2015,December,12 month-ending,Number of Drug Overdose Deaths,720.0,100,0.310595636,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,745,December2015,2015-12-01
AL,2015,February,12 month-ending,Number of Drug Overdose Deaths,723.0,100,0.323974082,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,749,February2015,2015-02-01
AL,2015,January,12 month-ending,Number of Drug Overdose Deaths,715.0,100,0.33708092,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,742,January2015,2015-01-01
AL,2015,July,12 month-ending,Number of Drug Overdose Deaths,743.0,100,0.330441966,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,770,July2015,2015-07-01
AL,2015,June,12 month-ending,Number of Drug Overdose Deaths,756.0,100,0.341505784,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,785,June2015,2015-06-01
AL,2015,March,12 month-ending,Number of Drug Overdose Deaths,733.0,100,0.308996553,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,758,March2015,2015-03-01
AL,2015,May,12 month-ending,Number of Drug Overdose Deaths,755.0,100,0.318710903,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,782,May2015,2015-05-01
AL,2015,November,12 month-ending,Number of Drug Overdose Deaths,725.0,100,0.293582291,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,748,November2015,2015-11-01
AL,2015,October,12 month-ending,Number of Drug Overdose Deaths,730.0,100,0.309252119,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,755,October2015,2015-10-01
AL,2015,September,12 month-ending,Number of Drug Overdose Deaths,744.0,100,0.323250529,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,771,September2015,2015-09-01
AL,2016,April,12 month-ending,Number of Drug Overdose Deaths,676.0,100,0.279811871,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,697,April2016,2016-04-01
AL,2016,August,12 month-ending,Number of Drug Overdose Deaths,685.0,100,0.264008196,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,705,August2016,2016-08-01
AL,2016,December,12 month-ending,Number of Drug Overdose Deaths,740.0,100,0.270265015,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,762,December2016,2016-12-01
AL,2016,February,12 month-ending,Number of Drug Overdose Deaths,710.0,100,0.282860251,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,732,February2016,2016-02-01
AL,2016,January,12 month-ending,Number of Drug Overdose Deaths,706.0,100,0.302766454,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,730,January2016,2016-01-01
AL,2016,July,12 month-ending,Number of Drug Overdose Deaths,681.0,100,0.278199791,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,702,July2016,2016-07-01
AL,2016,June,12 month-ending,Number of Drug Overdose Deaths,674.0,100,0.264754115,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,693,June2016,2016-06-01
AL,2016,March,12 month-ending,Number of Drug Overdose Deaths,681.0,100,0.282037022,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,702,March2016,2016-03-01
AL,2016,May,12 month-ending,Number of Drug Overdose Deaths,654.0,100,0.28310665,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,674,May2016,2016-05-01
AL,2016,November,12 month-ending,Number of Drug Overdose Deaths,718.0,100,0.275875563,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,740,November2016,2016-11-01
AL,2016,October,12 month-ending,Number of Drug Overdose Deaths,704.0,100,0.287011736,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,726,October2016,2016-10-01
AL,2016,September,12 month-ending,Number of Drug Overdose Deaths,695.0,100,0.265695729,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,715,September2016,2016-09-01
AL,2017,April,12 month-ending,Number of Drug Overdose Deaths,795.0,100,0.231687068,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,814,April2017,2017-04-01
AL,2017,August,12 month-ending,Number of Drug Overdose Deaths,808.0,100,0.184349496,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,823,August2017,2017-08-01
AL,2017,December,12 month-ending,Number of Drug Overdose Deaths,807.0,100,0.141472461,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,818,December2017,2017-12-01
AL,2017,February,12 month-ending,Number of Drug Overdose Deaths,759.0,100,0.25610182,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,780,February2017,2017-02-01
AL,2017,January,12 month-ending,Number of Drug Overdose Deaths,763.0,100,0.259428483,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,784,January2017,2017-01-01
AL,2017,July,12 month-ending,Number of Drug Overdose Deaths,809.0,100,0.188334775,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,824,July2017,2017-07-01
AL,2017,June,12 month-ending,Number of Drug Overdose Deaths,804.0,100,0.205769231,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,821,June2017,2017-06-01
AL,2017,March,12 month-ending,Number of Drug Overdose Deaths,794.0,100,0.25160641,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,815,March2017,2017-03-01
AL,2017,May,12 month-ending,Number of Drug Overdose Deaths,812.0,100,0.213695782,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,830,May2017,2017-05-01
AL,2017,November,12 month-ending,Number of Drug Overdose Deaths,799.0,100,0.162666973,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,812,November2017,2017-11-01
AL,2017,October,12 month-ending,Number of Drug Overdose Deaths,801.0,100,0.158800008,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,813,October2017,2017-10-01
AL,2017,September,12 month-ending,Number of Drug Overdose Deaths,800.0,100,0.174222699,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,814,September2017,2017-09-01
AL,2018,April,12 month-ending,Number of Drug Overdose Deaths,785.0,100,0.161496282,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,797,April2018,2018-04-01
AL,2018,August,12 month-ending,Number of Drug Overdose Deaths,745.0,100,0.207476636,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,761,August2018,2018-08-01
AL,2018,December,12 month-ending,Number of Drug Overdose Deaths,740.0,100,0.174497148,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,753,December2018,2018-12-01
AL,2018,February,12 month-ending,Number of Drug Overdose Deaths,799.0,100,0.152024174,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,811,February2018,2018-02-01
AL,2018,January,12 month-ending,Number of Drug Overdose Deaths,785.0,100,0.150636439,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,796,January2018,2018-01-01
AL,2018,July,12 month-ending,Number of Drug Overdose Deaths,759.0,100,0.207561988,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,775,July2018,2018-07-01
AL,2018,June,12 month-ending,Number of Drug Overdose Deaths,764.0,100,0.191100703,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,779,June2018,2018-06-01
AL,2018,March,12 month-ending,Number of Drug Overdose Deaths,785.0,100,0.154048469,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,797,March2018,2018-03-01
AL,2018,May,12 month-ending,Number of Drug Overdose Deaths,787.0,100,0.180146369,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,801,May2018,2018-05-01
AL,2018,November,12 month-ending,Number of Drug Overdose Deaths,744.0,100,0.17047264,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,756,November2018,2018-11-01
AL,2018,October,12 month-ending,Number of Drug Overdose Deaths,751.0,100,0.192862225,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,766,October2018,2018-10-01
AL,2018,September,12 month-ending,Number of Drug Overdose Deaths,754.0,100,0.206054248,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,770,September2018,2018-09-01
AL,2019,April,12 month-ending,Number of Drug Overdose Deaths,699.0,100,0.184494827,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,712,April2019,2019-04-01
AL,2019,August,12 month-ending,Number of Drug Overdose Deaths,731.0,100,0.17727487,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,744,August2019,2019-08-01
AL,2019,December,12 month-ending,Number of Drug Overdose Deaths,739.0,100,0.219883481,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,756,December2019,2019-12-01
AL,2019,February,12 month-ending,Number of Drug Overdose Deaths,703.0,100,0.169743668,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,715,February2019,2019-02-01
AL,2019,January,12 month-ending,Number of Drug Overdose Deaths,724.0,100,0.169414094,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,736,January2019,2019-01-01
AL,2019,July,12 month-ending,Number of Drug Overdose Deaths,715.0,100,0.164464357,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,726,July2019,2019-07-01
AL,2019,June,12 month-ending,Number of Drug Overdose Deaths,720.0,100,0.179975372,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,733,June2019,2019-06-01
AL,2019,March,12 month-ending,Number of Drug Overdose Deaths,701.0,100,0.175134682,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,713,March2019,2019-03-01
AL,2019,May,12 month-ending,Number of Drug Overdose Deaths,699.0,100,0.184067707,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,712,May2019,2019-05-01
AL,2019,November,12 month-ending,Number of Drug Overdose Deaths,750.0,100,0.214257523,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,767,November2019,2019-11-01
AL,2019,October,12 month-ending,Number of Drug Overdose Deaths,743.0,100,0.203497136,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,758,October2019,2019-10-01
