State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value,Date_Month_Year,Date
AK,2020,April,12 month-ending,Number of Drug Overdose Deaths,120.0,100,0.0,Alaska,Underreported due to incomplete data.,*,120,April2020,2020-04-01
AK,2020,August,12 month-ending,Number of Drug Overdose Deaths,139.0,100,0.0,Alaska,Underreported due to incomplete data.,*,139,August2020,2020-08-01
AK,2020,December,12 month-ending,Number of Drug Overdose Deaths,146.0,100,0.0,Alaska,Underreported due to incomplete data.,*,146,December2020,2020-12-01
AK,2020,February,12 month-ending,Number of Drug Overdose Deaths,125.0,100,0.0,Alaska,Underreported due to incomplete data.,*,125,February2020,2020-02-01
AK,2020,January,12 month-ending,Number of Drug Overdose Deaths,134.0,100,0.0,Alaska,Underreported due to incomplete data.,*,134,January2020,2020-01-01
AK,2020,July,12 month-ending,Number of Drug Overdose Deaths,135.0,100,0.0,Alaska,Underreported due to incomplete data.,*,135,July2020,2020-07-01
AK,2020,June,12 month-ending,Number of Drug Overdose Deaths,132.0,100,0.0,Alaska,Underreported due to incomplete data.,*,132,June2020,2020-06-01
AK,2020,March,12 month-ending,Number of Drug Overdose Deaths,117.0,100,0.0,Alaska,Underreported due to incomplete data.,*,117,March2020,2020-03-01
AK,2020,May,12 month-ending,Number of Drug Overdose Deaths,128.0,100,0.0,Alaska,Underreported due to incomplete data.,*,128,May2020,2020-05-01
AK,2020,November,12 month-ending,Number of Drug Overdose Deaths,141.0,100,0.0,Alaska,Underreported due to incomplete data.,*,141,November2020,2020-11-01
AK,2020,October,12 month-ending,Number of Drug Overdose Deaths,134.0,100,0.0,Alaska,Underreported due to incomplete data.,*,134,October2020,2020-10-01
AK,2020,September,12 month-ending,Number of Drug Overdose Deaths,140.0,100,0.0,Alaska,Underreported due to incomplete data.,*,140,September2020,2020-09-01
AK,2021,February,12 month-ending,Number of Drug Overdose Deaths,148.0,100,0.059382423,Alaska,Underreported due to incomplete data.,*,149,February2021,2021-02-01
AK,2021,January,12 month-ending,Number of Drug Overdose Deaths,143.0,100,0.039580447,Alaska,Underreported due to incomplete data.,*,143,January2021,2021-01-01
AK,2021,March,12 month-ending,Number of Drug Overdose Deaths,162.0,100,0.117647059,Alaska,Underreported due to incomplete data.,*,164,March2021,2021-03-01
AL,2015,April,12 month-ending,Number of Drug Overdose Deaths,738.0,100,0.316424404,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,764,April2015,2015-04-01
AL,2015,August,12 month-ending,Number of Drug Overdose Deaths,736.0,100,0.331827999,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,763,August2015,2015-08-01
AL,2015,December,12 month-ending,Number of Drug Overdose Deaths,720.0,100,0.310595636,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,745,December2015,2015-12-01
AL,2015,February,12 month-ending,Number of Drug Overdose Deaths,723.0,100,0.323974082,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,749,February2015,2015-02-01
AL,2015,January,12 month-ending,Number of Drug Overdose Deaths,715.0,100,0.33708092,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,742,January2015,2015-01-01
AL,2015,July,12 month-ending,Number of Drug Overdose Deaths,743.0,100,0.330441966,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,770,July2015,2015-07-01
AL,2015,June,12 month-ending,Number of Drug Overdose Deaths,756.0,100,0.341505784,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,785,June2015,2015-06-01
AL,2015,March,12 month-ending,Number of Drug Overdose Deaths,733.0,100,0.308996553,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,758,March2015,2015-03-01
AL,2015,May,12 month-ending,Number of Drug Overdose Deaths,755.0,100,0.318710903,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,782,May2015,2015-05-01
AL,2015,November,12 month-ending,Number of Drug Overdose Deaths,725.0,100,0.293582291,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,748,November2015,2015-11-01
AL,2015,October,12 month-ending,Number of Drug Overdose Deaths,730.0,100,0.309252119,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,755,October2015,2015-10-01
AL,2015,September,12 month-ending,Number of Drug Overdose Deaths,744.0,100,0.323250529,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,771,September2015,2015-09-01
AL,2016,April,12 month-ending,Number of Drug Overdose Deaths,676.0,,0.279811871,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,697,April2016,2016-04-01
AL,2016,August,12 month-ending,Number of Drug Overdose Deaths,685.0,,0.264008196,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,705,August2016,2016-08-01
AL,2016,December,12 month-ending,Number of Drug Overdose Deaths,740.0,,0.270265015,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,762,December2016,2016-12-01
AL,2016,February,12 month-ending,Number of Drug Overdose Deaths,710.0,,0.282860251,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,732,February2016,2016-02-01
AL,2016,January,12 month-ending,Number of Drug Overdose Deaths,706.0,,0.302766454,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,730,January2016,2016-01-01
AL,2016,July,12 month-ending,Number of Drug Overdose Deaths,681.0,,0.278199791,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,702,July2016,2016-07-01
AL,2016,June,12 month-ending,Number of Drug Overdose Deaths,674.0,,0.264754115,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,693,June2016,2016-06-01
AL,2016,March,12 month-ending,Number of Drug Overdose Deaths,681.0,,0.282037022,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,702,March2016,2016-03-01
AL,2016,May,12 month-ending,Number of Drug Overdose Deaths,654.0,,0.28310665,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,674,May2016,2016-05-01
AL,2016,November,12 month-ending,Number of Drug Overdose Deaths,718.0,,0.275875563,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,740,November2016,2016-11-01
AL,2016,October,12 month-ending,Number of Drug Overdose Deaths,704.0,,0.287011736,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,726,October2016,2016-10-01
AL,2016,September,12 month-ending,Number of Drug Overdose Deaths,695.0,,0.265695729,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,715,September2016,2016-09-01
AL,2017,April,12 month-ending,Number of Drug Overdose Deaths,795.0,,0.231687068,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,814,April2017,2017-04-01
AL,2017,August,12 month-ending,Number of Drug Overdose Deaths,808.0,,0.184349496,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,823,August2017,2017-08-01
AL,2017,December,12 month-ending,Number of Drug Overdose Deaths,807.0,,0.141472461,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,818,December2017,2017-12-01
AL,2017,February,12 month-ending,Number of Drug Overdose Deaths,759.0,,0.25610182,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,780,February2017,2017-02-01
AL,2017,January,12 month-ending,Number of Drug Overdose Deaths,763.0,,0.259428483,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,784,January2017,2017-01-01
AL,2017,July,12 month-ending,Number of Drug Overdose Deaths,809.0,,0.188334775,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,824,July2017,2017-07-01
AL,2017,June,12 month-ending,Number of Drug Overdose Deaths,804.0,,0.205769231,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,821,June2017,2017-06-01
AL,2017,March,12 month-ending,Number of Drug Overdose Deaths,794.0,,0.25160641,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,815,March2017,2017-03-01
AL,2017,May,12 month-ending,Number of Drug Overdose Deaths,812.0,,0.213695782,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,830,May2017,2017-05-01
AL,2017,November,12 month-ending,Number of Drug Overdose Deaths,799.0,,0.162666973,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,812,November2017,2017-11-01
AL,2017,October,12 month-ending,Number of Drug Overdose Deaths,801.0,,0.158800008,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,813,October2017,2017-10-01
AL,2017,September,12 month-ending,Number of Drug Overdose Deaths,800.0,,0.174222699,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,814,September2017,2017-09-01
AL,2018,April,12 month-ending,Number of Drug Overdose Deaths,785.0,100,0.161496282,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,797,April2018,2018-04-01
AL,2018,August,12 month-ending,Number of Drug Overdose Deaths,745.0,100,0.207476636,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,761,August2018,2018-08-01
AL,2018,December,12 month-ending,Number of Drug Overdose Deaths,740.0,100,0.174497148,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,753,December2018,2018-12-01
AL,2018,February,12 month-ending,Number of Drug Overdose Deaths,799.0,100,0.152024174,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,811,February2018,2018-02-01
AL,2018,January,12 month-ending,Number of Drug Overdose Deaths,785.0,100,0.150636439,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,796,January2018,2018-01-01
AL,2018,July,12 month-ending,Number of Drug Overdose Deaths,759.0,100,0.207561988,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,775,July2018,2018-07-01
AL,2018,June,12 month-ending,Number of Drug Overdose Deaths,764.0,100,0.191100703,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,779,June2018,2018-06-01
AL,2018,March,12 month-ending,Number of Drug Overdose Deaths,785.0,100,0.154048469,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,797,March2018,2018-03-01
AL,2018,May,12 month-ending,Number of Drug Overdose Deaths,787.0,100,0.180146369,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,801,May2018,2018-05-01
AL,2018,November,12 month-ending,Number of Drug Overdose Deaths,744.0,100,0.17047264,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,756,November2018,2018-11-01
AL,2018,October,12 month-ending,Number of Drug Overdose Deaths,751.0,100,0.192862225,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,766,October2018,2018-10-01
AL,2018,September,12 month-ending,Number of Drug Overdose Deaths,754.0,100,0.206054248,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,770,September2018,2018-09-01
AL,2019,April,12 month-ending,Number of Drug Overdose Deaths,699.0,100,0.184494827,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,712,April2019,2019-04-01
AL,2019,August,12 month-ending,Number of Drug Overdose Deaths,731.0,100,0.17727487,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,744,August2019,2019-08-01
AL,2019,December,12 month-ending,Number of Drug Overdose Deaths,739.0,100,0.219883481,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,756,December2019,2019-12-01
AL,2019,February,12 month-ending,Number of Drug Overdose Deaths,703.0,100,0.169743668,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,715,February2019,2019-02-01
AL,2019,January,12 month-ending,Number of Drug Overdose Deaths,724.0,100,0.169414094,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,736,January2019,2019-01-01
AL,2019,July,12 month-ending,Number of Drug Overdose Deaths,715.0,100,0.164464357,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,726,July2019,2019-07-01
AL,2019,June,12 month-ending,Number of Drug Overdose Deaths,720.0,100,0.179975372,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,733,June2019,2019-06-01
AL,2019,March,12 month-ending,Number of Drug Overdose Deaths,701.0,100,0.175134682,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,713,March2019,2019-03-01
AL,2019,May,12 month-ending,Number of Drug Overdose Deaths,699.0,100,0.184067707,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,712,May2019,2019-05-01
AL,2019,November,12 month-ending,Number of Drug Overdose Deaths,750.0,100,0.214257523,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,767,November2019,2019-11-01
AL,2019,October,12 month-ending,Number of Drug Overdose Deaths,743.0,100,0.203497136,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,758,October2019,2019-10-01
AL,2019,September,12 month-ending,Number of Drug Overdose Deaths,719.0,100,0.192231583,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,733,September2019,2019-09-01
AL,2020,April,12 month-ending,Number of Drug Overdose Deaths,826.0,100,0.211095474,Alabama,Underreported due to incomplete data.,*,845,April2020,2020-04-01
AL,2020,August,12 month-ending,Number of Drug Overdose Deaths,934.0,100,0.203140063,Alabama,Underreported due to incomplete data.,*,955,August2020,2020-08-01
AL,2020,December,12 month-ending,Number of Drug Overdose Deaths,989.0,100,0.217796155,Alabama,Underreported due to incomplete data.,*,"1,009",December2020,2020-12-01
AL,2020,February,12 month-ending,Number of Drug Overdose Deaths,772.0,100,0.224626558,Alabama,Underreported due to incomplete data.,*,789,February2020,2020-02-01
AL,2020,January,12 month-ending,Number of Drug Overdose Deaths,754.0,100,0.216458365,Alabama,Underreported due to incomplete data.,*,767,January2020,2020-01-01
AL,2020,July,12 month-ending,Number of Drug Overdose Deaths,919.0,100,0.213637487,Alabama,Underreported due to incomplete data.,*,941,July2020,2020-07-01
AL,2020,June,12 month-ending,Number of Drug Overdose Deaths,902.0,100,0.204343659,Alabama,Underreported due to incomplete data.,*,921,June2020,2020-06-01
AL,2020,March,12 month-ending,Number of Drug Overdose Deaths,791.0,100,0.216810272,Alabama,Underreported due to incomplete data.,*,810,March2020,2020-03-01
AL,2020,May,12 month-ending,Number of Drug Overdose Deaths,879.0,100,0.2013214,Alabama,Underreported due to incomplete data.,*,899,May2020,2020-05-01
AL,2020,November,12 month-ending,Number of Drug Overdose Deaths,960.0,100,0.221021611,Alabama,Underreported due to incomplete data.,*,982,November2020,2020-11-01
AL,2020,October,12 month-ending,Number of Drug Overdose Deaths,946.0,100,0.198402774,Alabama,Underreported due to incomplete data.,*,967,October2020,2020-10-01
AL,2020,September,12 month-ending,Number of Drug Overdose Deaths,952.0,100,0.19806338,Alabama,Underreported due to incomplete data.,*,972,September2020,2020-09-01
AL,2021,February,12 month-ending,Number of Drug Overdose Deaths,1033.0,100,0.234619782,Alabama,Underreported due to incomplete data.,*,"1,056",February2021,2021-02-01
AL,2021,January,12 month-ending,Number of Drug Overdose Deaths,1026.0,100,0.231822972,Alabama,Underreported due to incomplete data.,*,"1,045",January2021,2021-01-01
AL,2021,March,12 month-ending,Number of Drug Overdose Deaths,1064.0,100,0.257229023,Alabama,Underreported due to incomplete data.,*,"1,094",March2021,2021-03-01
AR,2015,April,12 month-ending,Number of Drug Overdose Deaths,373.0,100,0.039416634,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,374,April2015,2015-04-01
AR,2015,August,12 month-ending,Number of Drug Overdose Deaths,398.0,100,0.048568838,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,399,August2015,2015-08-01
AR,2015,December,12 month-ending,Number of Drug Overdose Deaths,381.0,100,0.070999806,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,383,December2015,2015-12-01
AR,2015,February,12 month-ending,Number of Drug Overdose Deaths,366.0,100,0.046155875,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,367,February2015,2015-02-01
AR,2015,January,12 month-ending,Number of Drug Overdose Deaths,366.0,100,0.04979749,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,367,January2015,2015-01-01
AR,2015,July,12 month-ending,Number of Drug Overdose Deaths,395.0,100,0.048883819,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,396,July2015,2015-07-01
AR,2015,June,12 month-ending,Number of Drug Overdose Deaths,391.0,100,0.042314953,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,392,June2015,2015-06-01
AR,2015,March,12 month-ending,Number of Drug Overdose Deaths,385.0,100,0.046072334,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,386,March2015,2015-03-01
AR,2015,May,12 month-ending,Number of Drug Overdose Deaths,383.0,100,0.042480884,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,384,May2015,2015-05-01
AR,2015,November,12 month-ending,Number of Drug Overdose Deaths,389.0,100,0.061276486,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,391,November2015,2015-11-01
AR,2015,October,12 month-ending,Number of Drug Overdose Deaths,397.0,100,0.058036434,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,398,October2015,2015-10-01
AR,2015,September,12 month-ending,Number of Drug Overdose Deaths,392.0,100,0.061427047,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,394,September2015,2015-09-01
AR,2016,April,12 month-ending,Number of Drug Overdose Deaths,372.0,,0.078716914,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,374,April2016,2016-04-01
AR,2016,August,12 month-ending,Number of Drug Overdose Deaths,383.0,,0.078719496,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,385,August2016,2016-08-01
AR,2016,December,12 month-ending,Number of Drug Overdose Deaths,386.0,,0.0709037,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,388,December2016,2016-12-01
AR,2016,February,12 month-ending,Number of Drug Overdose Deaths,379.0,,0.072337487,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,381,February2016,2016-02-01
